Time,"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
529,-8.282843,2.494239,0.5,1.00024,0.002390715,6.085939e-32,0.5399321
529,-8.150754,2.494239,0.5,1.000282,0.002640707,1.759031e-18,0.539897
529,-8.018664,2.494239,0.5,1.000328,0.002909597,3.517844e-18,0.539857
529,-7.886576,2.494239,0.5,1.000379,0.003199732,3.519866e-18,0.5398118
529,-7.754487,2.494239,0.5,1.000436,0.00351363,1.174629e-17,0.5397609
529,-7.622397,2.494239,0.5,1.000498,0.003854007,1.760978e-18,0.5397038
529,-7.490309,2.494239,0.5,1.000567,0.004223787,-8.224265e-18,0.5396398
529,-7.35822,2.494239,0.5,1.000643,0.004626139,2.054219e-17,0.5395684
529,-7.22613,2.494239,0.5,1.000726,0.005064491,3.081488e-33,0.5394886
529,-7.094041,2.494239,0.5,1.000819,0.005542563,-4.1125e-18,0.5393995
529,-6.961953,2.494239,0.5,1.00092,0.006064395,1.755853e-18,0.5393003
529,-6.829864,2.494239,0.5,1.001033,0.006634377,-1.291856e-17,0.5391896
529,-6.697774,2.494239,0.5,1.001157,0.007257282,1.755275e-18,0.5390663
529,-6.565685,2.494239,0.5,1.001294,0.007938305,0,0.5389287
529,-6.433597,2.494239,0.5,1.001446,0.008683096,1.753133e-18,0.5387753
529,-6.301507,2.494239,0.5,1.001615,0.009497806,1.171512e-17,0.538604
529,-6.169418,2.494239,0.5,1.001801,0.01038913,-6.445807e-18,0.5384126
529,-6.037329,2.494239,0.5,1.002009,0.01136434,-8.209734e-18,0.5381986
529,-5.905241,2.494239,0.5,1.002239,0.01243136,8.198064e-18,0.537959
529,-5.773151,2.494239,0.5,1.002496,0.01359879,0,0.5376906
529,-5.641062,2.494239,0.5,1.002782,0.01487598,0,0.5373895
529,-5.508973,2.494239,0.5,1.003101,0.01627304,1.226936e-17,0.5370511
529,-5.376884,2.494239,0.5,1.003457,0.01780097,1.818078e-31,0.5366705
529,-5.244795,2.494239,0.5,1.003856,0.01947163,-1.400998e-17,0.5362417
529,-5.112706,2.494239,0.5,1.004303,0.02129786,8.74054e-18,0.5357578
529,-4.980617,2.494239,0.5,1.004805,0.02329347,6.425252e-18,0.5352109
529,-4.848528,2.494239,0.5,1.005369,0.0254733,-1.221947e-17,0.534592
529,-4.716439,2.494239,0.5,1.006004,0.02785328,-5.845195e-18,0.5338902
529,-4.58435,2.494239,0.5,1.006719,0.03045038,-3.455581e-18,0.5330934
529,-4.452261,2.494239,0.5,1.007527,0.03328264,-5.773952e-18,0.532187
529,-4.320172,2.494239,0.5,1.008441,0.03636912,0,0.5311546
529,-4.188083,2.494239,0.5,1.009475,0.03972981,0,0.5299767
529,-4.055994,2.494239,0.5,1.010648,0.04338552,4.014434e-18,0.5286309
529,-3.923905,2.494239,0.5,1.011979,0.04735762,-4.021193e-18,0.5270909
529,-3.791816,2.494239,0.5,1.013492,0.05166782,-4.014434e-18,0.5253266
529,-3.659727,2.494239,0.5,1.015213,0.05633771,4.021193e-18,0.5233027
529,-3.527638,2.494239,0.5,1.017173,0.06138822,3.94754e-18,0.5209787
529,-3.395549,2.494239,0.5,1.019406,0.06683895,-3.466674e-33,0.5183079
529,-3.26346,2.494239,0.5,1.021951,0.07270715,-2.296713e-18,0.515236
529,-3.131371,2.494239,0.5,1.024852,0.0790066,3.287639e-18,0.5117013
529,-2.999282,2.494239,0.5,1.028159,0.08574609,1.636812e-18,0.5076333
529,-2.867193,2.494239,0.5,1.031925,0.09292754,1.964449e-32,0.5029517
529,-2.735104,2.494239,0.5,1.036211,0.1005438,4.005934e-32,0.4975659
529,-2.603015,2.494239,0.5,1.041082,0.108576,1.579263e-32,0.4913746
529,-2.470926,2.494239,0.5,1.046605,0.1169903,-1.5329e-18,0.4842658
529,-2.338837,2.494239,0.5,1.052853,0.1257345,-1.236602e-18,0.4761167
529,-2.206748,2.494239,0.5,1.059898,0.1347342,-1.503216e-18,0.4667947
529,-2.074659,2.494239,0.5,1.067807,0.1438886,-1.799514e-18,0.4561603
529,-1.94257,2.494239,0.5,1.076642,0.1530667,-2.197912e-18,0.4440696
529,-1.810481,2.494239,0.5,1.086453,0.1621038,-2.73286e-18,0.4303783
529,-1.678392,2.494239,0.5,1.097268,0.1707996,-5.349474e-19,0.4149459
529,-1.546303,2.494239,0.5,1.109086,0.1789177,0,0.3976572
529,-1.414214,2.494239,0.5,1.12278,0.1853962,-8.292399e-19,0.3777515
529,-10,2.648528,0.5,1,0,0,0.5398458
529,-9.867911,2.648528,0.5,1.000002,0.0001659569,8.221787e-18,0.5398513
529,-9.735822,2.648528,0.5,1.000009,0.0003285939,-1.468756e-17,0.539861
529,-9.603733,2.648528,0.5,1.00002,0.0004893787,-4.703009e-18,0.5398664
529,-9.471643,2.648528,0.5,1.000035,0.0006498357,3.465313e-17,0.5398666
529,-9.339555,2.648528,0.5,1.000055,0.0008114437,1.644326e-17,0.5398619
529,-9.207466,2.648528,0.5,1.000079,0.0009756818,-1.64468e-17,0.5398523
529,-9.075377,2.648528,0.5,1.000107,0.00114405,-1.820249e-17,0.5398379
529,-8.943288,2.648528,0.5,1.00014,0.001318079,-3.518353e-18,0.5398185
529,-8.811199,2.648528,0.5,1.000178,0.001499343,-1.759128e-18,0.5397938
529,-8.67911,2.648528,0.5,1.000221,0.001689474,1.579263e-32,0.5397636
529,-8.547021,2.648528,0.5,1.000269,0.001890172,-3.85186e-33,0.5397277
529,-8.414931,2.648528,0.5,1.000322,0.002103222,-5.392604e-33,0.5396858
529,-8.282843,2.648528,0.5,1.000382,0.002330506,-3.520429e-18,0.5396374
529,-8.150754,2.648528,0.5,1.000449,0.002574022,-7.040613e-18,0.5395821
529,-8.018664,2.648528,0.5,1.000522,0.002835897,-3.520185e-18,0.5395193
529,-7.886576,2.648528,0.5,1.000603,0.003118405,-7.318534e-33,0.5394485
529,-7.754487,2.648528,0.5,1.000692,0.003423985,0,0.539369
529,-7.622397,2.648528,0.5,1.00079,0.003755261,0,0.5392799
529,-7.490309,2.648528,0.5,1.000898,0.004115062,0,0.5391806
529,-7.35822,2.648528,0.5,1.001016,0.004506445,1.642299e-17,0.5390698
529,-7.22613,2.648528,0.5,1.001147,0.004932717,1.224891e-31,0.5389466
529,-7.094041,2.648528,0.5,1.00129,0.005397461,-8.213105e-18,0.5388098
529,-6.961953,2.648528,0.5,1.001448,0.00590456,-3.505192e-32,0.5386578
529,-6.829864,2.648528,0.5,1.001621,0.006458234,-8.209881e-18,0.5384892
529,-6.697774,2.648528,0.5,1.001812,0.007063057,-8.474092e-33,0.5383021
529,-6.565685,2.648528,0.5,1.002023,0.007724002,0,0.5380946
529,-6.433597,2.648528,0.5,1.002254,0.00844647,1.617781e-32,0.5378645
529,-6.301507,2.648528,0.5,1.00251,0.009236325,-6.933348e-33,0.5376092
529,-6.169418,2.648528,0.5,1.002791,0.01009993,-1.226551e-17,0.5373257
529,-6.037329,2.648528,0.5,1.003102,0.0110442,8.474092e-32,0.537011
529,-5.905241,2.648528,0.5,1.003445,0.01207662,1.226551e-17,0.5366612
529,-5.773151,2.648528,0.5,1.003825,0.01320532,0,0.5362723
529,-5.641062,2.648528,0.5,1.004245,0.01443907,0,0.5358397
529,-5.508973,2.648528,0.5,1.00471,0.01578737,4.080217e-18,0.5353578
529,-5.376884,2.648528,0.5,1.005225,0.01726046,3.928897e-32,0.5348206
529,-5.244795,2.648528,0.5,1.005797,0.0188694,-5.814262e-18,0.5342212
529,-5.112706,2.648528,0.5,1.006432,0.02062603,1.044875e-17,0.5335516
529,-4.980617,2.648528,0.5,1.007138,0.02254306,5.769686e-18,0.5328028
529,-4.848528,2.648528,0.5,1.007924,0.02463408,-1.045487e-17,0.5319645
529,-4.716439,2.648528,0.5,1.0088,0.02691354,4.030964e-18,0.5310248
529,-4.58435,2.648528,0.5,1.009776,0.02939675,7.318534e-32,0.5299701
529,-4.452261,2.648528,0.5,1.010866,0.03209983,-8.072724e-18,0.528785
529,-4.320172,2.648528,0.5,1.012085,0.03503966,0,0.5274516
529,-4.188083,2.648528,0.5,1.013448,0.03823374,0,0.5259496
529,-4.055994,2.648528,0.5,1.014974,0.04170006,1.997913e-18,0.5242555
529,-3.923905,2.648528,0.5,1.016684,0.04545682,1.155558e-33,0.5223426
529,-3.791816,2.648528,0.5,1.018603,0.04952214,-1.997913e-18,0.5201802
529,-3.659727,2.648528,0.5,1.020757,0.05391366,0,0.5177332
529,-3.527638,2.648528,0.5,1.023177,0.05864793,3.898128e-18,0.5149617
529,-3.395549,2.648528,0.5,1.025896,0.06373977,-1.117039e-32,0.5118201
529,-3.26346,2.648528,0.5,1.028952,0.06920133,-3.898128e-18,0.5082569
529,-3.131371,2.648528,0.5,1.032388,0.07504102,-2.157042e-32,0.5042136
529,-2.999282,2.648528,0.5,1.036249,0.08126216,1.647872e-18,0.4996245
529,-2.867193,2.648528,0.5,1.040585,0.08786134,3.279411e-18,0.4944163
529,-2.735104,2.648528,0.5,1.045451,0.09482647,3.244294e-18,0.4885072
529,-2.603015,2.648528,0.5,1.050903,0.1021346,4.734391e-18,0.4818076
529,-2.470926,2.648528,0.5,1.057001,0.1097493,4.624678e-18,0.4742196
529,-2.338837,2.648528,0.5,1.063804,0.117618,3.219983e-18,0.4656383
529,-2.206748,2.648528,0.5,1.071372,0.125669,1.675559e-32,0.4559529
529,-2.074659,2.648528,0.5,1.079757,0.1338083,-1.71694e-18,0.4450488
529,-1.94257,2.648528,0.5,1.089005,0.1419174,-2.379578e-19,0.4328113
529,-1.810481,2.648528,0.5,1.099148,0.1498509,2.669767e-18,0.419129
529,-1.678392,2.648528,0.5,1.110199,0.1574355,2.907725e-18,0.4038974
529,-1.546303,2.648528,0.5,1.122144,0.1644711,0,0.3870367
529,-1.414214,2.648528,0.5,1.135683,0.1700048,8.209275e-21,0.3679304
529,-10,2.802817,0.5,1,0,0,0.5396342
529,-9.867911,2.802817,0.5,1.000003,0.0001598009,2.128586e-17,0.5396417
529,-9.735822,2.802817,0.5,1.000012,0.000316409,-1.116326e-17,0.5396549
529,-9.603733,2.802817,0.5,1.000027,0.0004712351,-1.644051e-17,0.5396624
529,-9.471643,2.802817,0.5,1.000048,0.0006257439,3.758248e-17,0.5396626
529,-9.339555,2.802817,0.5,1.000075,0.0007813564,3.112153e-17,0.5396562
529,-9.207466,2.802817,0.5,1.000107,0.0009394943,-2.289927e-17,0.5396432
529,-9.075377,2.802817,0.5,1.000146,0.001101598,-2.936036e-17,0.5396237
529,-8.943288,2.802817,0.5,1.000191,0.00126914,3.519795e-18,0.5395973
529,-8.811199,2.802817,0.5,1.000242,0.00144363,3.519634e-18,0.5395638
529,-8.67911,2.802817,0.5,1.0003,0.001626636,3.519437e-18,0.5395229
529,-8.547021,2.802817,0.5,1.000366,0.001819788,3.519203e-18,0.5394743
529,-8.414931,2.802817,0.5,1.000439,0.0020248,1.759538e-18,0.5394176
529,-8.282843,2.802817,0.5,1.00052,0.002243476,0,0.5393521
529,-8.150754,2.802817,0.5,1.00061,0.00247773,-1.759031e-18,0.5392773
529,-8.018664,2.802817,0.5,1.000709,0.002729599,-3.517844e-18,0.5391925
529,-7.886576,2.802817,0.5,1.000818,0.003001259,-1.758813e-18,0.539097
529,-7.754487,2.802817,0.5,1.000939,0.003295043,-4.102616e-18,0.5389898
529,-7.622397,2.802817,0.5,1.001072,0.003613457,-3.081488e-32,0.53887
529,-7.490309,2.802817,0.5,1.001217,0.003959203,4.102616e-18,0.5387365
529,-7.35822,2.802817,0.5,1.001377,0.004335194,4.102695e-18,0.538588
529,-7.22613,2.802817,0.5,1.001553,0.00474458,2.311116e-32,0.5384231
529,-7.094041,2.802817,0.5,1.001745,0.005190772,4.08829e-18,0.5382401
529,-6.961953,2.802817,0.5,1.001957,0.005677459,-1.755853e-18,0.5380375
529,-6.829864,2.802817,0.5,1.002189,0.006208642,-1.170211e-17,0.5378132
529,-6.697774,2.802817,0.5,1.002444,0.00678866,-1.755275e-18,0.5375651
529,-6.565685,2.802817,0.5,1.002725,0.007422213,0,0.5372905
529,-6.433597,2.802817,0.5,1.003033,0.0081144,-1.753133e-18,0.5369868
529,-6.301507,2.802817,0.5,1.003371,0.008870746,-3.505389e-18,0.536651
529,-6.169418,2.802817,0.5,1.003743,0.009697235,-1.400037e-17,0.5362796
529,-6.037329,2.802817,0.5,1.004153,0.01060035,1.124743e-31,0.5358686
529,-5.905241,2.802817,0.5,1.004604,0.01158709,1.224811e-17,0.5354138
529,-5.773151,2.802817,0.5,1.0051,0.01266503,4.064212e-18,0.5349103
529,-5.641062,2.802817,0.5,1.005648,0.01384234,0,0.5343526
529,-5.508973,2.802817,0.5,1.006251,0.01512781,-4.064212e-18,0.5337346
529,-5.376884,2.802817,0.5,1.006917,0.0165309,0,0.5330492
529,-5.244795,2.802817,0.5,1.007653,0.01806174,1.740618e-18,0.5322887
529,-5.112706,2.802817,0.5,1.008466,0.01973118,7.527889e-18,0.5314442
529,-4.980617,2.802817,0.5,1.009364,0.02155078,9.803296e-18,0.5305057
529,-4.848528,2.802817,0.5,1.010358,0.02353282,-4.048956e-18,0.5294618
529,-4.716439,2.802817,0.5,1.011458,0.02569026,-2.310628e-18,0.5282999
529,-4.58435,2.802817,0.5,1.012678,0.02803676,3.455581e-18,0.5270053
529,-4.452261,2.802817,0.5,1.01403,0.03058656,-2.298773e-18,0.5255617
529,-4.320172,2.802817,0.5,1.015529,0.03335443,0,0.5239506
529,-4.188083,2.802817,0.5,1.017195,0.03635551,0,0.5221508
529,-4.055994,2.802817,0.5,1.019044,0.03960513,1.963975e-18,0.5201384
529,-3.923905,2.802817,0.5,1.0211,0.04311858,-2.349635e-32,0.5178865
529,-3.791816,2.802817,0.5,1.023386,0.04691075,-1.963975e-18,0.5153646
529,-3.659727,2.802817,0.5,1.025929,0.05099576,0,0.5125381
529,-3.527638,2.802817,0.5,1.028759,0.05538637,1.937154e-18,0.5093683
529,-3.395549,2.802817,0.5,1.031909,0.06009335,-5.392604e-33,0.5058115
529,-3.26346,2.802817,0.5,1.035414,0.06512468,-3.587982e-18,0.501819
529,-3.131371,2.802817,0.5,1.039314,0.07048447,-3.287639e-18,0.4973362
529,-2.999282,2.802817,0.5,1.043651,0.0761719,-1.636812e-18,0.4923027
529,-2.867193,2.802817,0.5,1.048471,0.08217969,0,0.486652
529,-2.735104,2.802817,0.5,1.053821,0.08849256,0,0.4803112
529,-2.603015,2.802817,0.5,1.059752,0.09508535,7.70372e-34,0.4732015
529,-2.470926,2.802817,0.5,1.066313,0.101921,1.5329e-18,0.4652384
529,-2.338837,2.802817,0.5,1.073555,0.1089485,8.118821e-18,0.456333
529,-2.206748,2.802817,0.5,1.081523,0.1161005,1.503216e-18,0.4463932
529,-2.074659,2.802817,0.5,1.090258,0.1232914,-5.082705e-18,0.435326
529,-1.94257,2.802817,0.5,1.099793,0.1304154,-1.692832e-19,0.423041
529,-1.810481,2.802817,0.5,1.110146,0.1373458,1.447895e-18,0.4094527
529,-1.678392,2.802817,0.5,1.121318,0.1439342,3.820896e-19,0.3944852
529,-1.546303,2.802817,0.5,1.133287,0.1500122,-1.235088e-18,0.378085
529,-1.414214,2.802817,0.5,1.146616,0.1547329,4.294335e-23,0.3597473
529,-10,2.957107,0.5,1,0,0,0.5394318
529,-9.867911,2.957107,0.5,1.000004,0.000151805,8.218707e-18,0.5394412
529,-9.735822,2.957107,0.5,1.000015,0.0003005808,-1.819416e-17,0.5394577
529,-9.603733,2.957107,0.5,1.000034,0.0004476649,-1.173748e-17,0.5394672
529,-9.471643,2.957107,0.5,1.00006,0.0005944461,4.754446e-17,0.5394675
529,-9.339555,2.957107,0.5,1.000093,0.000742272,1.643702e-17,0.5394594
529,-9.207466,2.957107,0.5,1.000134,0.0008924901,-3.46271e-17,0.5394433
529,-9.075377,2.957107,0.5,1.000183,0.001046467,-1.995163e-17,0.5394188
529,-8.943288,2.957107,0.5,1.000239,0.001205596,-1.75523e-18,0.5393858
529,-8.811199,2.957107,0.5,1.000303,0.00137131,1.363211e-21,0.539344
529,-8.67911,2.957107,0.5,1.000376,0.001545093,0,0.5392929
529,-8.547021,2.957107,0.5,1.000458,0.00172849,0,0.5392321
529,-8.414931,2.957107,0.5,1.00055,0.001923121,0,0.5391611
529,-8.282843,2.957107,0.5,1.000651,0.002130695,0,0.5390794
529,-8.150754,2.957107,0.5,1.000764,0.00235302,0,0.538986
529,-8.018664,2.957107,0.5,1.000888,0.002592022,0,0.5388803
529,-7.886576,2.957107,0.5,1.001024,0.002849756,-1.755176e-18,0.5387613
529,-7.754487,2.957107,0.5,1.001175,0.003128422,-1.581185e-17,0.5386277
529,-7.622397,2.957107,0.5,1.00134,0.003430385,-6.067427e-22,0.5384787
529,-7.490309,2.957107,0.5,1.001522,0.003758188,1.756277e-17,0.5383127
529,-7.35822,2.957107,0.5,1.001721,0.004114575,5.259304e-18,0.5381282
529,-7.22613,2.957107,0.5,1.00194,0.004502507,1.752603e-18,0.5379236
529,-7.094041,2.957107,0.5,1.002179,0.004925185,1.287149e-17,0.537697
529,-6.961953,2.957107,0.5,1.002442,0.005386072,-7.001408e-18,0.5374463
529,-6.829864,2.957107,0.5,1.00273,0.005888915,-1.812417e-17,0.5371692
529,-6.697774,2.957107,0.5,1.003046,0.006437771,1.748729e-18,0.536863
529,-6.565685,2.957107,0.5,1.003392,0.007037029,-1.746138e-18,0.536525
529,-6.433597,2.957107,0.5,1.003773,0.007691443,-1.497662e-21,0.5361518
529,-6.301507,2.957107,0.5,1.00419,0.008406151,5.230619e-18,0.5357398
529,-6.169418,2.957107,0.5,1.004648,0.009186709,1.150116e-18,0.5352853
529,-6.037329,2.957107,0.5,1.005151,0.01003912,3.48034e-18,0.5347837
529,-5.905241,2.957107,0.5,1.005703,0.01096985,7.553164e-18,0.5342299
529,-5.773151,2.957107,0.5,1.00631,0.01198589,9.854979e-18,0.5336186
529,-5.641062,2.957107,0.5,1.006977,0.01309472,4.699269e-32,0.5329436
529,-5.508973,2.957107,0.5,1.00771,0.01430439,-8.118018e-18,0.532198
529,-5.376884,2.957107,0.5,1.008517,0.01562353,-1.725645e-18,0.531374
529,-5.244795,2.957107,0.5,1.009405,0.01706134,2.311461e-18,0.5304632
529,-5.112706,2.957107,0.5,1.010383,0.01862761,8.043956e-18,0.5294558
529,-4.980617,2.957107,0.5,1.01146,0.02033274,-1.608699e-20,0.5283411
529,-4.848528,2.957107,0.5,1.012647,0.02218769,-6.33724e-18,0.5271069
529,-4.716439,2.957107,0.5,1.013956,0.02420398,1.668084e-18,0.5257398
529,-4.58435,2.957107,0.5,1.015399,0.02639363,1.155558e-32,0.5242246
529,-4.452261,2.957107,0.5,1.016991,0.02876908,-3.982387e-18,0.5225441
529,-4.320172,2.957107,0.5,1.018748,0.03134309,-1.68408e-18,0.5206794
529,-4.188083,2.957107,0.5,1.020688,0.0341286,-3.36024e-18,0.5186089
529,-4.055994,2.957107,0.5,1.02283,0.03713853,4.185549e-18,0.5163088
529,-3.923905,2.957107,0.5,1.025197,0.04038552,-1.38667e-32,0.513752
529,-3.791816,2.957107,0.5,1.027812,0.04388162,-5.861709e-18,0.5109087
529,-3.659727,2.957107,0.5,1.030701,0.0476379,0,0.5077452
529,-3.527638,2.957107,0.5,1.033894,0.05166391,5.68564e-18,0.5042244
529,-3.395549,2.957107,0.5,1.037421,0.05596712,2.46519e-32,0.5003047
529,-3.26346,2.957107,0.5,1.041316,0.06055214,-8.868685e-18,0.4959405
529,-3.131371,2.957107,0.5,1.045616,0.06541986,-7.904425e-18,0.4910814
529,-2.999282,2.957107,0.5,1.050359,0.07056643,-6.275581e-18,0.4856723
529,-2.867193,2.957107,0.5,1.055585,0.07598204,-1.554201e-18,0.4796532
529,-2.735104,2.957107,0.5,1.061338,0.08164962,0,0.4729596
529,-2.603015,2.957107,0.5,1.067659,0.08754335,-4.807258e-20,0.4655228
529,-2.470926,2.957107,0.5,1.07459,0.09362702,1.594239e-18,0.4572703
529,-2.338837,2.957107,0.5,1.082172,0.09985249,4.969324e-18,0.4481272
529,-2.206748,2.957107,0.5,1.090442,0.106158,-1.691902e-18,0.4380174
529,-2.074659,2.957107,0.5,1.099429,0.1124668,-5.018914e-18,0.4268663
529,-1.94257,2.957107,0.5,1.109154,0.118686,-2.885798e-18,0.4146028
529,-1.810481,2.957107,0.5,1.119627,0.124706,-5.194389e-18,0.4011627
529,-1.678392,2.957107,0.5,1.130838,0.1304011,-4.7359e-18,0.3864916
529,-1.546303,2.957107,0.5,1.142761,0.1356303,-2.427309e-18,0.3705559
529,-1.414214,2.957107,0.5,1.155851,0.1396478,-8.249257e-21,0.3529364
529,-10,3.111396,0.5,1,0,0,0.539241
529,-9.867911,3.111396,0.5,1.000005,0.0001420645,-1.758698e-18,0.5392522
529,-9.735822,3.111396,0.5,1.000018,0.0002812976,-1.994661e-17,0.5392718
529,-9.603733,3.111396,0.5,1.00004,0.0004189486,1.488467e-23,0.539283
529,-9.471643,3.111396,0.5,1.000071,0.0005563149,4.928927e-17,0.5392835
529,-9.339555,3.111396,0.5,1.000111,0.0006946553,-8.786565e-18,0.5392739
529,-9.207466,3.111396,0.5,1.00016,0.0008352288,-4.34028e-17,0.5392547
529,-9.075377,3.111396,0.5,1.000217,0.0009793111,-3.514888e-18,0.5392256
529,-8.943288,3.111396,0.5,1.000284,0.001128204,8.011869e-32,0.5391864
529,-8.811199,3.111396,0.5,1.000361,0.001283246,-1.155558e-33,0.5391366
529,-8.67911,3.111396,0.5,1.000448,0.00144582,0,0.539076
529,-8.547021,3.111396,0.5,1.000545,0.001617369,0,0.5390038
529,-8.414931,3.111396,0.5,1.000654,0.001799404,0,0.5389195
529,-8.282843,3.111396,0.5,1.000775,0.001993518,0,0.5388224
529,-8.150754,3.111396,0.5,1.000908,0.002201395,0,0.5387117
529,-8.018664,3.111396,0.5,1.001056,0.002424829,0,0.5385863
529,-7.886576,3.111396,0.5,1.001218,0.002665732,3.85186e-33,0.5384451
529,-7.754487,3.111396,0.5,1.001397,0.002926151,-1.639344e-17,0.5382869
529,-7.622397,3.111396,0.5,1.001593,0.003208281,6.085939e-32,0.5381103
529,-7.490309,3.111396,0.5,1.001808,0.003514487,1.639344e-17,0.5379139
529,-7.35822,3.111396,0.5,1.002044,0.003847311,-3.659267e-32,0.5376957
529,-7.22613,3.111396,0.5,1.002303,0.004209498,-1.848893e-32,0.5374539
529,-7.094041,3.111396,0.5,1.002587,0.004604013,8.182225e-18,0.5371863
529,-6.961953,3.111396,0.5,1.002897,0.005034056,-2.080004e-32,0.5368906
529,-6.829864,3.111396,0.5,1.003238,0.005503087,-4.10081e-18,0.536564
529,-6.697774,3.111396,0.5,1.00361,0.006014849,6.162976e-33,0.5362036
529,-6.565685,3.111396,0.5,1.004019,0.006573382,-4.081415e-18,0.5358062
529,-6.433597,3.111396,0.5,1.004467,0.007183055,-3.58223e-32,0.5353681
529,-6.301507,3.111396,0.5,1.004957,0.007848585,-4.545195e-32,0.5348853
529,-6.169418,3.111396,0.5,1.005495,0.008575057,-1.271114e-32,0.5343534
529,-6.037329,3.111396,0.5,1.006085,0.009367954,2.657783e-32,0.5337673
529,-5.905241,3.111396,0.5,1.006731,0.01023318,0,0.5331217
529,-5.773151,3.111396,0.5,1.00744,0.01117706,8.097958e-18,0.5324104
529,-5.641062,3.111396,0.5,1.008218,0.0122064,8.551129e-32,0.5316267
529,-5.508973,3.111396,0.5,1.009072,0.01332847,-4.06853e-18,0.530763
529,-5.376884,3.111396,0.5,1.010009,0.01455102,-3.081488e-33,0.5298111
529,-5.244795,3.111396,0.5,1.011038,0.0158823,8.01884e-18,0.5287618
529,-5.112706,3.111396,0.5,1.012168,0.01733105,2.003577e-17,0.5276047
529,-4.980617,3.111396,0.5,1.013409,0.0189065,-1.204827e-17,0.5263284
529,-4.848528,3.111396,0.5,1.014772,0.02061832,-2.003577e-17,0.5249202
529,-4.716439,3.111396,0.5,1.01627,0.02247661,7.945992e-18,0.5233661
529,-4.58435,3.111396,0.5,1.017917,0.02449183,2.311116e-32,0.5216502
529,-4.452261,3.111396,0.5,1.019727,0.0266747,-7.945992e-18,0.5197552
529,-4.320172,3.111396,0.5,1.021716,0.02903615,4.237046e-33,0.5176617
529,-4.188083,3.111396,0.5,1.023903,0.03158706,1.136299e-32,0.5153481
529,-4.055994,3.111396,0.5,1.026308,0.03433819,5.832848e-18,0.5127905
529,-3.923905,3.111396,0.5,1.028952,0.03729985,-1.694818e-32,0.5099626
529,-3.791816,3.111396,0.5,1.031858,0.04048163,-5.832848e-18,0.5068349
529,-3.659727,3.111396,0.5,1.035053,0.043892,0,0.5033754
529,-3.527638,3.111396,0.5,1.038562,0.0475379,1.131725e-17,0.4995482
529,-3.395549,3.111396,0.5,1.042417,0.05142415,-4.622232e-33,0.4953145
529,-3.26346,3.111396,0.5,1.046648,0.0555528,-1.131725e-17,0.4906316
529,-3.131371,3.111396,0.5,1.051289,0.05992239,-3.114097e-18,0.4854533
529,-2.999282,3.111396,0.5,1.056374,0.06452707,-9.260579e-18,0.4797295
529,-2.867193,3.111396,0.5,1.061939,0.06935561,-9.174886e-18,0.4734065
529,-2.735104,3.111396,0.5,1.068022,0.07439031,-3.028403e-18,0.4664275
529,-2.603015,3.111396,0.5,1.074658,0.07960582,1.92593e-33,0.4587327
529,-2.470926,3.111396,0.5,1.081882,0.08496792,3.358346e-18,0.4502602
529,-2.338837,3.111396,0.5,1.089727,0.0904323,6.082998e-18,0.4409473
529,-2.206748,3.111396,0.5,1.098219,0.09594342,4.909365e-18,0.4307316
529,-2.074659,3.111396,0.5,1.107381,0.1014335,4.841544e-18,0.4195531
529,-1.94257,3.111396,0.5,1.117225,0.1068221,1.156075e-18,0.4073569
529,-1.810481,3.111396,0.5,1.127751,0.1120156,1.284965e-18,0.3940951
529,-1.678392,3.111396,0.5,1.138947,0.1169079,4.020808e-18,0.3797301
529,-1.546303,3.111396,0.5,1.150779,0.121382,1.235088e-18,0.3642428
529,-1.414214,3.111396,0.5,1.16362,0.1247875,6.149702e-23,0.3472797
529,-10,3.265685,0.5,1,0,0,0.5390639
529,-9.867911,3.265685,0.5,1.000006,0.0001306942,3.081336e-18,0.5390767
529,-9.735822,3.265685,0.5,1.000021,0.0002587865,-1.466696e-17,0.5390993
529,-9.603733,3.265685,0.5,1.000046,0.0003854242,1.757099e-18,0.5391122
529,-9.471643,3.265685,0.5,1.000082,0.0005117991,5.278543e-17,0.5391126
529,-9.339555,3.265685,0.5,1.000128,0.0006390671,1.757079e-18,0.5391018
529,-9.207466,3.265685,0.5,1.000183,0.0007683844,-2.757543e-17,0.5390797
529,-9.075377,3.265685,0.5,1.00025,0.0009009227,1.230123e-17,0.5390464
529,-8.943288,3.265685,0.5,1.000327,0.001037877,8.787136e-18,0.5390014
529,-8.811199,3.265685,0.5,1.000414,0.001180476,2.168428e-17,0.5389444
529,-8.67911,3.265685,0.5,1.000514,0.001329989,7.024893e-18,0.5388747
529,-8.547021,3.265685,0.5,1.000626,0.00148774,-1.290162e-17,0.538792
529,-8.414931,3.265685,0.5,1.000751,0.001655114,1.755382e-18,0.5386955
529,-8.282843,3.265685,0.5,1.000889,0.001833571,3.510332e-18,0.5385842
529,-8.150754,3.265685,0.5,1.001042,0.002024655,1.75495e-18,0.5384573
529,-8.018664,3.265685,0.5,1.001211,0.002230008,0,0.5383136
529,-7.886576,3.265685,0.5,1.001398,0.002451379,1.755176e-18,0.538152
529,-7.754487,3.265685,0.5,1.001602,0.002690642,-1.287323e-17,0.537971
529,-7.622397,3.265685,0.5,1.001827,0.002949803,6.067427e-22,0.5377691
529,-7.490309,3.265685,0.5,1.002073,0.00323102,1.112232e-17,0.5375444
