Time,"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
529,12.5,-2.648528,-0.5,1.015213,0.01650013,-8.705162e-20,-0.001306152
529,12.66667,-2.648528,-0.5,1.01467,0.0158872,0,-0.00120509
529,12.83333,-2.648528,-0.5,1.014147,0.01529314,0,-0.001112169
529,13,-2.648528,-0.5,1.013644,0.01471696,9.027797e-36,-0.00102695
529,13.16667,-2.648528,-0.5,1.01316,0.01415766,1.429401e-35,-0.000949036
529,13.33333,-2.648528,-0.5,1.012696,0.01361422,1.278938e-35,-0.0008780767
529,13.5,-2.648528,-0.5,1.01225,0.01308561,-3.512593e-20,-0.0008137655
529,13.66667,-2.648528,-0.5,1.011821,0.01257078,-4.152786e-34,-0.0007558389
529,13.83333,-2.648528,-0.5,1.01141,0.01206862,5.536348e-20,-0.0007040769
529,14,-2.648528,-0.5,1.011015,0.01157801,4.88924e-21,-0.0006583022
529,14.16667,-2.648528,-0.5,1.010637,0.01109779,-1.081622e-20,-0.0006183816
529,14.33333,-2.648528,-0.5,1.010274,0.01062674,-2.158813e-20,-0.0005842262
529,14.5,-2.648528,-0.5,1.009928,0.01016358,3.957184e-34,-0.0005557932
529,14.66667,-2.648528,-0.5,1.009597,0.00970698,4.198816e-20,-0.0005330875
529,14.83333,-2.648528,-0.5,1.009281,0.009255541,-2.708339e-34,-0.0005161639
529,15,-2.648528,-0.5,1.00898,0.008807787,-1.586793e-20,-0.00050513
529,15.16667,-2.648528,-0.5,1.008694,0.008362172,0,-0.0005001499
529,15.33333,-2.648528,-0.5,1.008423,0.007917076,0,-0.0005014478
529,15.5,-2.648528,-0.5,1.008167,0.007470821,5.303831e-35,-0.0005093131
529,15.66667,-2.648528,-0.5,1.007926,0.007021682,1.78299e-34,-0.0005241057
529,15.83333,-2.648528,-0.5,1.0077,0.00656793,1.001619e-34,-0.0005462626
529,16,-2.648528,-0.5,1.007489,0.006107884,-1.660223e-21,-0.0005763046
529,16.16667,-2.648528,-0.5,1.007294,0.005640013,-3.400598e-21,-0.0006148444
529,16.33333,-2.648528,-0.5,1.007114,0.005163075,-1.740376e-21,-0.0006625953
529,16.5,-2.648528,-0.5,1.006951,0.004676346,3.216153e-34,-0.0007203802
529,16.66667,-2.648528,-0.5,1.006804,0.004179958,-1.38666e-19,-0.0007891413
529,16.83333,-2.648528,-0.5,1.006674,0.003675403,4.727052e-21,-0.0008699524
529,17,-2.648528,-0.5,1.006561,0.00316628,1.512189e-19,-0.0009640303
529,17.16667,-2.648528,-0.5,1.006464,0.002659409,1.072178e-20,-0.001072678
529,17.33333,-2.648528,-0.5,1.006385,0.002166452,5.192232e-20,-0.001197171
529,17.5,-2.648528,-0.5,1.006322,0.001706271,1.095373e-33,-0.001339963
529,17.66667,-2.648528,-0.5,1.006272,0.001308464,-5.815388e-20,-0.00150839
529,17.83333,-2.648528,-0.5,1.006231,0.001019274,-2.171485e-20,-0.001692002
529,18,-2.648528,-0.5,1.006213,0.0009088889,-2.51748e-20,-0.001785398
529,8.166667,-2.494239,-0.5,1.025491,0.04354243,-7.879007e-20,-0.009793459
529,8.333333,-2.494239,-0.5,1.024474,0.04203508,-1.519138e-19,-0.009093979
529,8.5,-2.494239,-0.5,1.023504,0.04057467,-1.070496e-19,-0.008442614
529,8.666667,-2.494239,-0.5,1.02258,0.03916036,-9.687258e-20,-0.007836151
529,8.833333,-2.494239,-0.5,1.021698,0.03779127,-9.186448e-20,-0.007271581
529,9,-2.494239,-0.5,1.020856,0.03646642,6.729081e-20,-0.006746088
529,9.166667,-2.494239,-0.5,1.020051,0.03518479,-1.781263e-19,-0.006257037
529,9.333333,-2.494239,-0.5,1.019282,0.03394531,-1.421469e-19,-0.00580196
529,9.5,-2.494239,-0.5,1.018546,0.03274688,2.641657e-19,-0.005378551
529,9.666667,-2.494239,-0.5,1.017841,0.03158839,1.605213e-19,-0.004984656
529,9.833333,-2.494239,-0.5,1.017166,0.0304687,-9.504374e-20,-0.004618261
529,10,-2.494239,-0.5,1.01652,0.02938668,-1.235873e-19,-0.00427749
529,10.16667,-2.494239,-0.5,1.0159,0.02834118,0,-0.00396059
529,10.33333,-2.494239,-0.5,1.015306,0.02733107,0,-0.003665929
529,10.5,-2.494239,-0.5,1.014736,0.0263552,0,-0.003391985
529,10.66667,-2.494239,-0.5,1.014189,0.02541246,0,-0.003137342
529,10.83333,-2.494239,-0.5,1.013663,0.02450173,0,-0.002900681
529,11,-2.494239,-0.5,1.013159,0.02362191,-1.522631e-19,-0.002680774
529,11.16667,-2.494239,-0.5,1.012675,0.0227719,3.370377e-34,-0.002476481
529,11.33333,-2.494239,-0.5,1.012209,0.02195063,1.522631e-19,-0.002286741
529,11.5,-2.494239,-0.5,1.011762,0.02115702,4.308339e-20,-0.00211057
529,11.66667,-2.494239,-0.5,1.011333,0.02039003,-5.233983e-20,-0.001947055
529,11.83333,-2.494239,-0.5,1.01092,0.01964861,-5.347405e-20,-0.001795349
529,12,-2.494239,-0.5,1.010523,0.01893172,4.857626e-20,-0.001654669
529,12.16667,-2.494239,-0.5,1.010142,0.01823833,1.297655e-19,-0.00152429
529,12.33333,-2.494239,-0.5,1.009775,0.01756743,-1.175438e-20,-0.001403542
529,12.5,-2.494239,-0.5,1.009422,0.016918,-1.348927e-19,-0.00129181
529,12.66667,-2.494239,-0.5,1.009084,0.01628903,0,-0.001188526
529,12.83333,-2.494239,-0.5,1.008758,0.01567948,0,-0.00109317
529,13,-2.494239,-0.5,1.008445,0.01508834,-4.093789e-21,-0.001005269
529,13.16667,-2.494239,-0.5,1.008144,0.01451457,-7.878933e-21,-0.0009243891
529,13.33333,-2.494239,-0.5,1.007855,0.01395712,-3.785144e-21,-0.0008501404
529,13.5,-2.494239,-0.5,1.007578,0.01341493,-1.13461e-20,-0.0007821719
529,13.66667,-2.494239,-0.5,1.007312,0.0128869,-7.222237e-35,-0.000720171
529,13.83333,-2.494239,-0.5,1.007056,0.0123719,2.736976e-20,-0.0006638627
529,14,-2.494239,-0.5,1.006811,0.01186879,-7.708566e-21,-0.0006130091
529,14.16667,-2.494239,-0.5,1.006576,0.01137634,-2.577172e-20,-0.0005674089
529,14.33333,-2.494239,-0.5,1.006352,0.01089333,-1.009172e-20,-0.0005268976
529,14.5,-2.494239,-0.5,1.006137,0.01041843,2.256949e-34,-0.0004913473
529,14.66667,-2.494239,-0.5,1.005931,0.00995027,1.53667e-20,-0.0004606682
529,14.83333,-2.494239,-0.5,1.005736,0.009487418,-1.083336e-34,-0.0004348089
529,15,-2.494239,-0.5,1.005549,0.009028358,-7.314475e-21,-0.0004137582
529,15.16667,-2.494239,-0.5,1.005372,0.0085715,0,-0.0003975468
529,15.33333,-2.494239,-0.5,1.005204,0.008115184,0,-0.0003862499
529,15.5,-2.494239,-0.5,1.005046,0.007657682,2.137473e-21,-0.0003799896
529,15.66667,-2.494239,-0.5,1.004896,0.007197229,6.564803e-21,-0.0003789386
529,15.83333,-2.494239,-0.5,1.004757,0.006732047,6.188256e-21,-0.000383324
529,16,-2.494239,-0.5,1.004626,0.006260415,9.891175e-22,-0.0003934313
529,16.16667,-2.494239,-0.5,1.004505,0.005780759,-1.597736e-21,-0.0004096099
529,16.33333,-2.494239,-0.5,1.004394,0.00529181,4.07114e-21,-0.0004322777
529,16.5,-2.494239,-0.5,1.004294,0.004792826,8.018157e-21,-0.0004619268
529,16.66667,-2.494239,-0.5,1.004203,0.004283947,-7.895355e-20,-0.0004991288
529,16.83333,-2.494239,-0.5,1.004123,0.003766706,-4.342308e-21,-0.000544541
529,17,-2.494239,-0.5,1.004053,0.003244804,7.773233e-20,-0.000598911
529,17.16667,-2.494239,-0.5,1.003994,0.002725243,2.135291e-21,-0.0006630375
529,17.33333,-2.494239,-0.5,1.003945,0.002219987,2.063805e-20,-0.0007376943
529,17.5,-2.494239,-0.5,1.003906,0.001748381,1.177498e-21,-0.0008243535
529,17.66667,-2.494239,-0.5,1.003876,0.001340762,-1.732526e-20,-0.0009274268
529,17.83333,-2.494239,-0.5,1.003851,0.001044497,0,-0.001040399
529,18,-2.494239,-0.5,1.003839,0.0009314295,0,-0.001098685
529,8.166667,-2.33995,-0.5,1.010361,0.04426032,2.287042e-34,-0.009857277
529,8.333333,-2.33995,-0.5,1.009878,0.04271507,7.944461e-34,-0.009149272
529,8.5,-2.33995,-0.5,1.009424,0.04121947,-3.410912e-20,-0.008490486
529,8.666667,-2.33995,-0.5,1.008998,0.03977247,-3.442699e-20,-0.007877557
529,8.833333,-2.33995,-0.5,1.008597,0.03837293,2.873655e-20,-0.007307343
529,9,-2.33995,-0.5,1.00822,0.03701968,2.905442e-20,-0.006776915
529,9.166667,-2.33995,-0.5,1.007864,0.03571152,-8.935545e-20,-0.006283537
529,9.333333,-2.33995,-0.5,1.007528,0.03444722,7.82409e-34,-0.005824657
529,9.5,-2.33995,-0.5,1.00721,0.03322552,1.446203e-19,-0.005397892
529,9.666667,-2.33995,-0.5,1.006909,0.03204519,1.524123e-19,-0.005001021
529,9.833333,-2.33995,-0.5,1.006623,0.03090496,-1.349881e-19,-0.004631974
529,10,-2.33995,-0.5,1.006352,0.0298036,-2.321355e-19,-0.004288823
529,10.16667,-2.33995,-0.5,1.006095,0.02873986,0,-0.003969772
529,10.33333,-2.33995,-0.5,1.00585,0.02771253,0,-0.003673147
529,10.5,-2.33995,-0.5,1.005617,0.02672037,1.357004e-20,-0.003397392
529,10.66667,-2.33995,-0.5,1.005395,0.02576221,2.610813e-20,-0.003141057
529,10.83333,-2.33995,-0.5,1.005183,0.02483686,1.253808e-20,-0.002902795
529,11,-2.33995,-0.5,1.004981,0.02394315,-7.611699e-20,-0.00268135
529,11.16667,-2.33995,-0.5,1.004789,0.02307995,4.935195e-34,-0.002475556
529,11.33333,-2.33995,-0.5,1.004605,0.02224612,7.611699e-20,-0.002284328
529,11.5,-2.33995,-0.5,1.004429,0.02144055,3.81731e-20,-0.002106659
529,11.66667,-2.33995,-0.5,1.00426,0.02066214,4.151513e-21,-0.001941612
529,11.83333,-2.33995,-0.5,1.004099,0.01990982,7.711514e-21,-0.001788317
529,12,-2.33995,-0.5,1.003945,0.01918252,4.17331e-20,-0.001645968
529,12.16667,-2.33995,-0.5,1.003797,0.01847916,1.710681e-19,-0.001513815
529,12.33333,-2.33995,-0.5,1.003656,0.01779872,1.769448e-33,-0.001391163
529,12.5,-2.33995,-0.5,1.00352,0.01714013,-1.710681e-19,-0.00127737
529,12.66667,-2.33995,-0.5,1.003391,0.01650236,0,-0.001171839
529,12.83333,-2.33995,-0.5,1.003266,0.01588435,0,-0.001074021
529,13,-2.33995,-0.5,1.003147,0.01528508,0,-0.0009834048
529,13.16667,-2.33995,-0.5,1.003032,0.01470346,0,-0.0008995234
529,13.33333,-2.33995,-0.5,1.002923,0.01413844,0,-0.0008219447
529,13.5,-2.33995,-0.5,1.002818,0.01358892,-2.047715e-20,-0.0007502725
529,13.66667,-2.33995,-0.5,1.002717,0.0130538,-1.414355e-34,-0.0006841443
529,13.83333,-2.33995,-0.5,1.00262,0.01253192,4.628118e-20,-0.0006232295
529,14,-2.33995,-0.5,1.002528,0.01202211,-4.88924e-21,-0.0005672282
529,14.16667,-2.33995,-0.5,1.00244,0.01152314,-3.522536e-20,-0.0005158702
529,14.33333,-2.33995,-0.5,1.002355,0.01103374,-4.532094e-21,-0.0004689133
529,14.5,-2.33995,-0.5,1.002274,0.01055259,0,-0.0004261438
529,14.66667,-2.33995,-0.5,1.002197,0.0100783,0,-0.0003873747
529,14.83333,-2.33995,-0.5,1.002124,0.009609388,0,-0.0003524467
529,15,-2.33995,-0.5,1.002054,0.009144334,0,-0.0003212271
529,15.16667,-2.33995,-0.5,1.001988,0.008681521,0,-0.000293611
529,15.33333,-2.33995,-0.5,1.001925,0.008219264,0,-0.000269521
529,15.5,-2.33995,-0.5,1.001866,0.007755811,0,-0.0002489087
529,15.66667,-2.33995,-0.5,1.00181,0.007289372,0,-0.0002317554
529,15.83333,-2.33995,-0.5,1.001758,0.006818144,-1.429401e-35,-0.0002180735
529,16,-2.33995,-0.5,1.00171,0.006340382,1.660223e-21,-0.0002079083
529,16.16667,-2.33995,-0.5,1.001665,0.005854491,3.400598e-21,-0.0002013395
529,16.33333,-2.33995,-0.5,1.001624,0.005359184,1.740376e-21,-0.0001984827
529,16.5,-2.33995,-0.5,1.001586,0.004853714,1.739032e-21,-0.0001994917
529,16.66667,-2.33995,-0.5,1.001553,0.004338223,-3.945741e-20,-0.0002045584
529,16.83333,-2.33995,-0.5,1.001523,0.003814272,-6.466085e-21,-0.0002139139
529,17,-2.33995,-0.5,1.001498,0.003285617,2.690448e-20,-0.0002278255
529,17.16667,-2.33995,-0.5,1.001477,0.00275936,-1.149142e-20,-0.000246577
529,17.33333,-2.33995,-0.5,1.001459,0.002247634,1.499825e-20,-0.0002704302
529,17.5,-2.33995,-0.5,1.001445,0.001770042,-8.841813e-22,-0.0002998583
529,17.66667,-2.33995,-0.5,1.001434,0.001357312,-1.954797e-20,-0.000336296
529,17.83333,-2.33995,-0.5,1.001426,0.001057392,0,-0.0003772603
529,18,-2.33995,-0.5,1.001422,0.0009429465,0,-0.0003997632
529,8.166667,-2.18566,-0.5,0.9950602,0.04446818,7.879007e-20,-0.009920659
529,8.333333,-2.18566,-0.5,0.9951221,0.04290256,1.519138e-19,-0.009204206
529,8.5,-2.18566,-0.5,0.995195,0.04138881,1.070496e-19,-0.008538065
529,8.666667,-2.18566,-0.5,0.9952769,0.0399256,9.687258e-20,-0.007918726
529,8.833333,-2.18566,-0.5,0.9953662,0.03851159,6.294675e-20,-0.007342916
529,9,-2.18566,-0.5,0.9954614,0.03714542,-2.706979e-20,-0.006807594
529,9.166667,-2.18566,-0.5,0.9955613,0.03582571,-2.706979e-20,-0.006309924
529,9.333333,-2.18566,-0.5,0.9956648,0.03455107,0,-0.005847269
529,9.5,-2.18566,-0.5,0.9957709,0.03332013,-2.155297e-20,-0.005417171
529,9.666667,-2.18566,-0.5,0.9958788,0.0321315,3.156261e-19,-0.005017345
529,9.833333,-2.18566,-0.5,0.9959878,0.03098385,-1.996539e-20,-0.004645663
529,10,-2.18566,-0.5,0.9960973,0.02987581,-3.571445e-19,-0.004300148
529,10.16667,-2.18566,-0.5,0.9962067,0.02880608,0,-0.003978957
529,10.33333,-2.18566,-0.5,0.9963156,0.02777335,0,-0.00368038
529,10.5,-2.18566,-0.5,0.9964237,0.02677634,-9.328723e-35,-0.003402822
529,10.66667,-2.18566,-0.5,0.9965305,0.0258138,-1.47454e-34,-0.003144804
529,10.83333,-2.18566,-0.5,0.996636,0.0248845,-7.222237e-35,-0.002904947
529,11,-2.18566,-0.5,0.9967397,0.02398722,-7.606314e-20,-0.002681969
529,11.16667,-2.18566,-0.5,0.9968415,0.02312078,-7.222237e-35,-0.00247468
529,11.33333,-2.18566,-0.5,0.9969413,0.02228402,7.606314e-20,-0.002281969
529,11.5,-2.18566,-0.5,0.997039,0.02147579,5.952334e-20,-0.002102806
529,11.66667,-2.18566,-0.5,0.9971344,0.02069497,-6.249178e-20,-0.001936231
529,11.83333,-2.18566,-0.5,0.9972274,0.01994045,-7.436996e-20,-0.001781351
529,12,-2.18566,-0.5,0.9973181,0.01921113,4.764515e-20,-0.001637336
529,12.16667,-2.18566,-0.5,0.9974064,0.01850595,1.69555e-19,-0.001503411
529,12.33333,-2.18566,-0.5,0.9974921,0.01782382,2.900932e-33,-0.001378858
529,12.5,-2.18566,-0.5,0.9975755,0.01716369,-1.69555e-19,-0.001263006
529,12.66667,-2.18566,-0.5,0.9976563,0.0165245,0,-0.001155231
529,12.83333,-2.18566,-0.5,0.9977347,0.0159052,0,-0.00105495
529,13,-2.18566,-0.5,0.9978105,0.01530472,0,-0.0009616204
529,13.16667,-2.18566,-0.5,0.997884,0.01472199,0,-0.0008747368
529,13.33333,-2.18566,-0.5,0.997955,0.01415593,0,-0.0007938264
529,13.5,-2.18566,-0.5,0.9980235,0.01360545,-4.954137e-20,-0.0007184477
529,13.66667,-2.18566,-0.5,0.9980897,0.01306943,-3.972231e-34,-0.000648188
529,13.83333,-2.18566,-0.5,0.9981534,0.01254671,7.393975e-20,-0.0005826608
529,14,-2.18566,-0.5,0.9982149,0.01203611,2.243306e-21,-0.0005215038
529,14.16667,-2.18566,-0.5,0.998274,0.01153639,-2.011559e-20,-0.0004643772
529,14.33333,-2.18566,-0.5,0.9983307,0.01104629,-3.009335e-21,-0.0004109612
529,14.5,-2.18566,-0.5,0.9983852,0.01056447,6.770847e-36,-0.0003609551
529,14.66667,-2.18566,-0.5,0.9984374,0.01008952,5.048825e-21,-0.0003140745
529,14.83333,-2.18566,-0.5,0.9984874,0.009619989,0,-0.000270051
529,15,-2.18566,-0.5,0.998535,0.009154327,0,-0.0002286298
529,15.16667,-2.18566,-0.5,0.9985804,0.008690921,0,-0.0001895687
529,15.33333,-2.18566,-0.5,0.9986235,0.008228078,0,-0.000152637
529,15.5,-2.18566,-0.5,0.9986644,0.007764044,0,-0.0001176136
529,15.66667,-2.18566,-0.5,0.998703,0.007297021,0,-8.428682e-05
529,15.83333,-2.18566,-0.5,0.9987393,0.006825205,-1.760926e-21,-5.245219e-05
529,16,-2.18566,-0.5,0.9987732,0.006346844,-3.452186e-21,-2.191181e-05
529,16.16667,-2.18566,-0.5,0.9988048,0.005860344,-8.653327e-22,7.52732e-06
529,16.33333,-2.18566,-0.5,0.998834,0.005364413,1.64784e-21,3.60551e-05
529,16.5,-2.18566,-0.5,0.9988607,0.004858304,-4.78099e-21,6.386073e-05
529,16.66667,-2.18566,-0.5,0.9988849,0.004342164,1.305031e-20,9.113623e-05
529,16.83333,-2.18566,-0.5,0.9989066,0.00381756,6.514875e-21,0.0001180824
529,17,-2.18566,-0.5,0.9989257,0.00328826,-1.213834e-20,0.0001449172
529,17.16667,-2.18566,-0.5,0.9989421,0.002761385,-2.135291e-21,0.0001718776
529,17.33333,-2.18566,-0.5,0.998956,0.002249094,-3.128252e-20,0.0001992171
529,17.5,-2.18566,-0.5,0.9989672,0.001771023,-1.177498e-21,0.000227467
529,17.66667,-2.18566,-0.5,0.9989763,0.001357936,2.796973e-20,0.0002581861
529,17.83333,-2.18566,-0.5,0.9989838,0.00105781,0,0.0002897744
529,18,-2.18566,-0.5,0.9989873,0.0009433033,0,0.0003033163
529,8.166667,-2.031371,-0.5,0.9797661,0.04415786,-3.986165e-20,-0.009982942
529,8.333333,-2.031371,-0.5,0.9803785,0.04259032,7.662219e-20,-0.009258199
529,8.5,-2.031371,-0.5,0.980982,0.0410762,-3.07508e-21,-0.008584845
529,8.666667,-2.031371,-0.5,0.9815754,0.03961398,6.574099e-20,-0.007959219
529,8.833333,-2.031371,-0.5,0.9821576,0.03820211,6.122651e-20,-0.007377919
529,9,-2.031371,-0.5,0.9827279,0.03683905,5.701146e-20,-0.006837794
529,9.166667,-2.031371,-0.5,0.9832857,0.03552325,-8.836688e-20,-0.006335912
529,9.333333,-2.031371,-0.5,0.9838306,0.03425321,-4.890933e-20,-0.005869551
529,9.5,-2.031371,-0.5,0.9843621,0.03302742,6.687438e-20,-0.005436181
529,9.666667,-2.031371,-0.5,0.98488,0.03184441,2.145383e-19,-0.005033452
529,9.833333,-2.031371,-0.5,0.9853842,0.03070273,1.415785e-33,-0.004659181
529,10,-2.031371,-0.5,0.9858745,0.02960096,-2.145383e-19,-0.004311341
529,10.16667,-2.031371,-0.5,0.986351,0.02853772,0,-0.003988047
529,10.33333,-2.031371,-0.5,0.9868137,0.02751164,0,-0.003687548
529,10.5,-2.031371,-0.5,0.9872628,0.0265214,-1.357004e-20,-0.003408217
529,10.66667,-2.031371,-0.5,0.9876983,0.0255657,-2.610813e-20,-0.003148541
529,10.83333,-2.031371,-0.5,0.9881204,0.02464327,-1.253808e-20,-0.002907114
529,11,-2.031371,-0.5,0.9885294,0.02375287,-1.521022e-19,-0.002682627
529,11.16667,-2.031371,-0.5,0.9889253,0.02289328,3.370377e-34,-0.002473864
529,11.33333,-2.031371,-0.5,0.9893085,0.02206332,1.521022e-19,-0.002279692
529,11.5,-2.031371,-0.5,0.9896793,0.02126184,1.71833e-20,-0.002099056
529,11.66667,-2.031371,-0.5,0.9900379,0.02048768,-2.417248e-20,-0.001930975
529,11.83333,-2.031371,-0.5,0.9903844,0.01973973,-6.622545e-20,-0.001774531
529,12,-2.031371,-0.5,0.9907193,0.01901688,1.034085e-22,-0.001628872
529,12.16667,-2.031371,-0.5,0.9910428,0.01831806,1.512081e-19,-0.0014932
529,12.33333,-2.031371,-0.5,0.9913551,0.01764217,3.412507e-33,-0.00136677
529,12.5,-2.031371,-0.5,0.9916566,0.01698817,-1.26235e-19,-0.001248885
529,12.66667,-2.031371,-0.5,0.9919475,0.01635499,0,-0.001138892
529,12.83333,-2.031371,-0.5,0.992228,0.01574157,0,-0.001036178
529,13,-2.031371,-0.5,0.9924984,0.01514686,0,-0.0009401668
529,13.16667,-2.031371,-0.5,0.992759,0.01456978,0,-0.0008503154
529,13.33333,-2.031371,-0.5,0.9930099,0.01400926,0,-0.0007661105
529,13.5,-2.031371,-0.5,0.9932515,0.01346421,-3.821239e-20,-0.0006870657
529,13.66667,-2.031371,-0.5,0.9934838,0.01293351,-3.912045e-34,-0.0006127182
529,13.83333,-2.031371,-0.5,0.9937072,0.01241601,4.58783e-20,-0.000542626
529,14,-2.031371,-0.5,0.9939219,0.01191054,3.009266e-36,-0.0004763651
529,14.16667,-2.031371,-0.5,0.9941278,0.01141588,-7.665915e-21,-0.0004135263
529,14.33333,-2.031371,-0.5,0.9943253,0.01093075,-9.116264e-21,-0.0003537126
529,14.5,-2.031371,-0.5,0.9945144,0.01045384,-4.062508e-35,-0.0002965365
529,14.66667,-2.031371,-0.5,0.9946953,0.009983758,6.838376e-21,-0.000241617
529,14.83333,-2.031371,-0.5,0.994868,0.009519046,3.159729e-35,-0.0001885768
529,15,-2.031371,-0.5,0.9950327,0.009058179,2.277887e-21,-0.0001370393
529,15.16667,-2.031371,-0.5,0.9951892,0.008599552,0,-8.662589e-05
529,15.33333,-2.031371,-0.5,0.9953378,0.008141491,0,-3.695228e-05
529,15.5,-2.031371,-0.5,0.9954783,0.007682255,-7.123362e-22,1.237425e-05
529,15.66667,-2.031371,-0.5,0.9956108,0.007220064,-1.699412e-21,6.175866e-05
529,15.83333,-2.031371,-0.5,0.995735,0.006753129,-9.87076e-22,0.0001116218
529,16,-2.031371,-0.5,0.995851,0.006279715,0,0.0001624047
529,16.16667,-2.031371,-0.5,0.9959587,0.005798243,0,0.000214573
529,16.33333,-2.031371,-0.5,0.9960579,0.005307434,0,0.0002686226
529,16.5,-2.031371,-0.5,0.9961483,0.00480655,-2.623648e-20,0.0003250858
529,16.66667,-2.031371,-0.5,0.9962299,0.004295737,4.945943e-20,0.0003845393
529,16.83333,-2.031371,-0.5,0.9963024,0.003776552,2.065528e-20,0.000447616
529,17,-2.031371,-0.5,0.9963658,0.003252729,-5.891858e-20,0.00051502
529,17.16667,-2.031371,-0.5,0.99642,0.002731324,-7.495293e-21,0.0005875083
529,17.33333,-2.031371,-0.5,0.996465,0.002224381,-6.403757e-20,0.0006658485
529,17.5,-2.031371,-0.5,0.9965011,0.00175134,-4.684481e-21,0.0007515695
529,17.66667,-2.031371,-0.5,0.9965298,0.001342647,3.69442e-21,0.0008492019
529,17.83333,-2.031371,-0.5,0.9965535,0.001045757,-1.190224e-20,0.0009530594
529,18,-2.031371,-0.5,0.9965643,0.0009324959,8.027818e-20,0.001002497
529,8.166667,-1.877082,-0.5,0.9646587,0.04332738,-1.966532e-20,-0.01004352
529,8.333333,-1.877082,-0.5,0.96582,0.04177699,2.69896e-19,-0.009310723
529,8.5,-1.877082,-0.5,0.9669519,0.04028089,-1.868975e-20,-0.008630366
529,8.666667,-1.877082,-0.5,0.9680541,0.03883734,-1.604313e-20,-0.007998637
529,8.833333,-1.877082,-0.5,0.9691263,0.03744463,-6.062531e-20,-0.007412009
529,9,-1.877082,-0.5,0.9701685,0.03610105,2.586126e-20,-0.006867222
529,9.166667,-1.877082,-0.5,0.9711807,0.03480494,-4.028166e-19,-0.00636125
529,9.333333,-1.877082,-0.5,0.9721633,0.03355468,-1.225118e-19,-0.00589129
529,9.5,-1.877082,-0.5,0.9731163,0.03234867,3.507482e-19,-0.00545474
529,9.666667,-1.877082,-0.5,0.9740403,0.03118534,-2.020657e-20,-0.00504919
529,9.833333,-1.877082,-0.5,0.9749357,0.0300632,-3.889706e-20,-0.004672402
529,10,-1.877082,-0.5,0.9758028,0.02898076,-1.004951e-20,-0.0043223
529,10.16667,-1.877082,-0.5,0.9766424,0.02793658,6.544071e-22,-0.003996959
529,10.33333,-1.877082,-0.5,0.9774548,0.02692928,-2.274334e-20,-0.003694591
529,10.5,-1.877082,-0.5,0.9782408,0.02595748,-2.156976e-20,-0.003413533
529,10.66667,-1.877082,-0.5,0.9790009,0.02501987,-1.310032e-20,-0.003152244
529,10.83333,-1.877082,-0.5,0.9797357,0.02411516,-6.287311e-21,-0.002909287
529,11,-1.877082,-0.5,0.9804459,0.0232421,-7.603908e-20,-0.00268333
529,11.16667,-1.877082,-0.5,0.9811321,0.02239945,4.092601e-34,-0.002473132
529,11.33333,-1.877082,-0.5,0.981795,0.02158603,7.603908e-20,-0.002277535
529,11.5,-1.877082,-0.5,0.9824351,0.02080067,5.913013e-20,-0.002095463
529,11.66667,-1.877082,-0.5,0.9830531,0.02004223,8.147533e-20,-0.001925913
529,11.83333,-1.877082,-0.5,0.9836496,0.01930959,-1.089529e-19,-0.001767944
529,12,-1.877082,-0.5,0.9842252,0.01860166,-8.147533e-20,-0.001620682
529,12.16667,-1.877082,-0.5,0.9847805,0.01791735,9.165633e-20,-0.001483304
529,12.33333,-1.877082,-0.5,0.985316,0.01725561,1.077317e-33,-0.001355042
529,12.5,-1.877082,-0.5,0.9858325,0.01661536,-3.700528e-20,-0.001235173
529,12.66667,-1.877082,-0.5,0.9863302,0.01599557,9.197156e-21,-0.001123015
529,12.83333,-1.877082,-0.5,0.9868098,0.01539518,4.368919e-21,-0.001017925
529,13,-1.877082,-0.5,0.9872718,0.01481316,3.529075e-21,-0.0009192934
529,13.16667,-1.877082,-0.5,0.9877167,0.01424845,6.672525e-21,-0.0008265417
529,13.33333,-1.877082,-0.5,0.9881449,0.01369999,3.14345e-21,-0.0007391166
529,13.5,-1.877082,-0.5,0.9885568,0.01316671,-9.148177e-21,-0.0006564873
529,13.66667,-1.877082,-0.5,0.9889528,0.0126475,-9.780113e-35,-0.0005781422
529,13.83333,-1.877082,-0.5,0.9893333,0.01214124,9.148177e-21,-0.0005035846
529,14,-1.877082,-0.5,0.9896988,0.01164678,0,-0.0004323295
529,14.16667,-1.877082,-0.5,0.9900492,0.01116291,0,-0.0003638999
529,14.33333,-1.877082,-0.5,0.9903852,0.0106884,-4.067439e-21,-0.0002978227
529,14.5,-1.877082,-0.5,0.9907069,0.01022194,-4.438667e-35,-0.0002336252
529,14.66667,-1.877082,-0.5,0.9910144,0.00976218,7.177084e-22,-0.0001708311
529,14.83333,-1.877082,-0.5,0.991308,0.009307684,4.739593e-35,-0.0001089561
529,15,-1.877082,-0.5,0.9915877,0.008856962,3.349731e-21,-4.750364e-05
529,15.16667,-1.877082,-0.5,0.9918537,0.008408438,0,1.403964e-05
529,15.33333,-1.877082,-0.5,0.992106,0.007960475,0,7.620898e-05
529,15.5,-1.877082,-0.5,0.9923446,0.007511368,-1.034435e-36,0.0001395668
529,15.66667,-1.877082,-0.5,0.9925693,0.007059371,-1.410593e-35,0.0002047085
529,15.83333,-1.877082,-0.5,0.9927802,0.006602735,-1.391785e-35,0.0002722689
